Index,Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language,ID
6595,Udhay,2019,-,-,-,Drama            ,tamil,tt11497418
6596,Vayal,1981,-,-,-,-,malayalam,tt0344521
6597,Dnyaneshwari Express,2011,-,-,-,Drama            ,marathi,tt3341198
6598,Ya Topikhali Dadlay Kay?,2013,-,-,-,Comedy            ,marathi,tt12270030
6599,Mudhal Vasantham,1986,-,5.2,9,-,tamil,tt0314407
6600,Lal Salam,1990,146 min,7.2,290,Drama            ,malayalam,tt0275465
6601,Ek Prem Katha,2020,97 min,2.3,9,"Drama, Romance            ",bengali,tt12675632
6602,Oru Katha Oru Nunnakkatha,1986,127 min,6.3,16,-,malayalam,tt0244117
6603,Gorilla,2019,128 min,4.5,273,Comedy            ,tamil,tt8011348
6604,Sasarche Dhotar,1994,-,8.8,9,Comedy            ,marathi,tt0111075
6605,Last Remarks,2012,17 min,5.9,8,"Short, Drama, History            ",urdu,tt2086867
6606,Shiva Ka Insaaf,1987,-,-,-,Action            ,hindi,tt2909078
6607,Spandan What is Relationship,2017,142 min,-,-,Romance            ,marathi,tt10033904
6608,68 Members,2014,34 min,-,-,"Documentary, Short, Family            ",nepali,tt5994520
6609,Chahoonga Main Tujhe,1993,-,6.8,11,"Drama, Romance            ",hindi,tt0359059
6610,Sindoor Ka Daan,1984,-,-,-,Drama            ,hindi,tt2801704
6611,Pakarathinu Pakaram,1986,-,-,-,-,malayalam,tt0352690
6612,kunju vava,2013,16 min,-,-,"Short, Family            ",malayalam,tt3248870
6613,Om Allah,2012,-,-,-,Drama            ,hindi,tt5226566
6614,Punarjanma,1938,-,-,-,-,hindi,tt0378610
6615,Basanti,2014,122 min,6.5,62,Action            ,telugu,tt3432010
6616,Dilli Maapillai,1968,-,-,-,Comedy            ,tamil,tt10183838
6617,Jigri Dost,1969,154 min,6.4,32,Drama            ,hindi,tt0175788
6618,Bheesmacharya,1994,-,5.2,17,"Drama, Mystery, Thriller            ",malayalam,tt0353235
6619,Att Khuda Da Wair,1970,-,-,-,Musical            ,punjabi,tt2132271
6620,Chocobar,2016,-,2,10,Romance            ,telugu,tt9890028
6621,Tuzyacha Sathi,2004,-,-,-,Romance            ,marathi,tt12176226
6622,B.A. Pass 3,2021,185 min,-,-,Drama            ,hindi,-
6623,Jindri Yar Di,1978,-,6,6,-,punjabi,tt0077771
6624, Alif Laila,1997–2002,-,-,-,"Adventure, Fantasy            ",urdu,tt11423404
6625,Garam,2016,147 min,5,64,"Action, Romance            ",telugu,tt5998016
6626,Sawariya lai de ho rangni chudi,2010,-,-,-,Drama            ,gujarati,tt10309458
6627,Kalapani Simana,2020 Video,-,-,-,"Short, War            ",nepali,tt13433270
6628,Bhagwan Shri Krishna,1985,138 min,6,10,"Action, Adventure, Fantasy            ",hindi,tt1225874
6629,S. P. Parasuram,1994,140 min,5.9,94,"Action, Drama            ",hindi,tt0187520
6630,John Jafar Janardanan,1982,-,-,-,-,telugu,tt0252571
6631,Rikshaw Driver,1986,-,-,-,-,urdu,tt14245820
6632,Prayathnam,1991,-,-,-,Drama            ,telugu,tt1579862
6633,Arangum Aniyarayum,1980,-,-,-,-,malayalam,tt0333090
6634,Alexander the Great,2010,65 min,3.6,278,"Action, Drama            ",malayalam,tt1660303
6635,Prakope,1990,-,-,-,Action            ,hindi,tt2760790
6636,Mr & Mrs 420 Returns,2018,136 min,6.6,219,Comedy            ,punjabi,tt8785486
6637,Mitti Ka Dev,1968,-,-,-,Drama            ,hindi,tt4694126
6638,Palamanasulu,1968,159 min,-,-,-,telugu,tt0293485
6639,Jai Bolo Chakradhari,1977,-,-,-,-,hindi,tt0157846
6640,Bidhata,1989,-,-,-,"Action, Drama, Romance            ",bengali,tt7989566
6641,Titlee,2012,19 min,-,-,"Short, Adventure, Family            ",urdu,tt2243641
6642,Vasuki,1997,-,-,-,-,tamil,tt0314833
6643,Sunday 7.P.M.,1990,-,-,-,-,malayalam,tt0275706
6644,Pehle Aap,1944,-,7,6,Drama            ,hindi,tt0037170
6645,Dhaakad,2021,-,-,-,Action            ,hindi,-
6646,Iravu Padagan,2002,-,-,-,Drama            ,tamil,tt13923008
6647,Sakshi,2021,112 min,-,-,Thriller            ,hindi,tt13311676
6648,Rudra Veena,1988,170 min,8.5,"1,783","Drama, Music            ",telugu,tt0155124
6649,Thanka Bhasma Kuriyitta Thamburatty,2019,134 min,-,-,Comedy            ,malayalam,tt10699226
6650,Tangent: The meeting point,2014,15 min,-,-,Short            ,malayalam,tt7600472
6651,Parikaaram,2019,-,-,-,Drama            ,tamil,tt12827016
6652,MCA Middle Class Abbayi,2017,144 min,5.9,"1,838","Action, Comedy            ",telugu,tt7516778
6653, Madam Secretary,2014–2019,42 min,7.8,236,Drama            ,urdu,tt5506368
6654,Mouj Bahar,1968,-,-,-,-,punjabi,tt14223232
6655,Baaz,2014,142 min,7.2,81,Action            ,punjabi,tt4482970
6656,Run Bhola Run,2013,-,-,-,Comedy            ,hindi,tt13128802
6657,Jothi Alias Kothi Raja,2014,134 min,-,-,Drama            ,kannada,tt14079560
6658,Margazhi 16,2011,120 min,-,-,Drama            ,tamil,tt13439478
6659,Padosi,1941,135 min,7.2,12,Drama            ,hindi,tt0331308
6660,B for Bundelkhand,2017,117 min,8.8,5,Drama            ,hindi,tt7025784
6661,Dus Lakh,1966,162 min,6.5,43,"Comedy, Drama, Musical            ",hindi,tt0214653
6662,IPC Section: Bharya Bandhu,2018,109 min,-,-,Drama            ,telugu,tt10467508
6663,Kismet Ka Khel,1956,137 min,6,9,"Action, Crime, Drama            ",hindi,tt0049412
6664,Raincoat,2004,117 min,7.6,"4,091","Drama, Romance            ",hindi,tt0405266
6665,Maati Mere Desh Ki,1988,-,-,-,Drama            ,hindi,tt5319802
6666,Do Aadmi,1960,-,-,-,-,hindi,tt0231467
6667,Pyar Ki Kahani,1971,150 min,6.1,80,"Drama, Romance            ",hindi,tt0067636
6668,Paap Ka Ant,1989,-,3.8,63,"Action, Drama, Romance            ",hindi,tt0095810
6669,Parineeta,2019,115 min,7.3,"1,097",Romance            ,bengali,tt10592082
6670,Jasoos,II 1977,-,-,-,-,urdu,tt14245158
6671,May Dinam,1990,-,-,-,-,malayalam,tt0275507
6672,Arghya,1961,-,6.4,10,Drama            ,bengali,tt0156298
6673,The Lonesome Lass,2017,50 min,-,-,"Drama, Family            ",bengali,tt6131686
6674,Noor Ul Ain,2018,-,8.1,8,Drama            ,urdu,tt13810156
6675,Komola Rocket,2018,95 min,7.4,790,Drama            ,bengali,tt8506874
6676, Madam Secretary,2014–2019,43 min,7.6,278,Drama            ,oriya,tt4940742
6677,Nindu Kutumbam,1973,-,-,-,-,telugu,tt0390304
6678,Jaggu,1952,-,-,-,-,hindi,tt0452265
6679,Janowar,2021,77 min,8,608,"Crime, Drama, Thriller            ",bengali,tt13845664
6680,Pamban,,-,-,-,-,tamil,-
6681,Orukkam,1990,136 min,5.7,11,"Action, Drama, Thriller            ",malayalam,tt0275575
6682,Thrissur Pooram,2019,156 min,5.1,299,"Action, Drama, Thriller            ",malayalam,tt10329838
6683,Aadhyamayi,1991,-,-,-,-,malayalam,tt0353145
6684,Guldasta,2020,-,-,-,Drama            ,bengali,tt13225402
6685,Redrum,2018,101 min,4,27,Thriller            ,hindi,tt4682128
6686,Ashoka the Great,2001,180 min,6.5,"13,361","Action, Biography, Drama            ",hindi,tt0249371
6687,Mrugaraaju,2001,147 min,4.4,256,"Action, Adventure, Thriller            ",telugu,tt0249818
6688,Muqabla,1979,127 min,6.5,20,"Action, Adventure, Drama            ",hindi,tt0079589
6689,Pellikaani Pellam,2004,150 min,-,-,-,telugu,tt1579860
6690,Jogwa,2009,114 min,8.3,608,Drama            ,marathi,tt1653015
6691,Dak Ghar,1965,-,-,-,Drama            ,hindi,tt2959058
6692,Samignai,,122 min,-,-,Drama            ,tamil,-
6693,Bondini,1976,-,-,-,Romance            ,bengali,tt6009274
6694,Ghar Titli Ka Par,,-,-,-,"Drama, Romance            ",urdu,-
6695,Rathnam,2003,-,-,-,-,malayalam,tt0401743
6696,Kazaki,1966,-,-,-,Drama            ,hindi,tt3430040
6697,Prem Geet,1993,156 min,-,-,"Drama, Family, Romance            ",bengali,tt6532862
6698,Shiksha,1985,-,-,-,Drama            ,telugu,tt9670540
6699,Pyar Ki Rimjhim,1986,-,-,-,Romance            ,hindi,tt4810796
6700,Ammuvinde Aattinkutti,1978,-,-,-,-,malayalam,tt0231132
6701,Big Daddy,2017,138 min,5.8,11,Drama            ,punjabi,tt6673682
6702,Murde Ki Mout,2000,-,-,-,Horror            ,hindi,tt3745762
6703,Takar Pahar,1993,-,6,6,Drama            ,bengali,tt2633754
6704,Toofani Khazana,1937,-,-,-,-,hindi,tt0384610
6705,Sultanat,2014,150 min,6,147,"Action, Crime, Drama            ",urdu,tt2082436
6706,Kanika,2017,112 min,4.5,104,Horror            ,marathi,tt6555628
6707,Hakka,2017,130 min,-,-,Action            ,marathi,tt6660470
6708,Guilty,II 2020,119 min,5.4,"3,840","Drama, Thriller            ",hindi,tt10062614
6709,Maula Sain,1989,-,-,-,-,punjabi,tt0251240
6710,Jatra,2016,150 min,8.1,226,"Action, Comedy, Drama            ",nepali,tt6249904
6711,Aagay Barho,2020,-,-,-,Drama            ,urdu,tt14063910
6712,Berozgaar,2010 Video,-,6.4,37,"Comedy, Crime, Drama            ",urdu,tt1935083
6713,Matir Ghar,1944,-,-,-,Family            ,bengali,tt0345635
6714,Bansulli,2012,15 min,6.7,11,"Short, Drama            ",nepali,tt2514384
6715,Nadir Shah,1968,126 min,7.1,8,History            ,hindi,tt1286595
6716,Gaon,2018,124 min,5.4,103,Drama            ,hindi,tt6667252
6717,The Necklace,2015,83 min,-,-,"Crime, Drama, Mystery            ",nepali,tt5126250
6718,Parakh,1944,122 min,-,-,-,hindi,tt0243476
6719,Hason Raja,2017,-,8.1,12,History            ,bengali,tt4997204
6720,Gehra Raaz,1971,-,-,-,"Action, Mystery, Sci-Fi            ",hindi,tt4773892
6721,Vethu Vaettu,2015,125 min,-,-,Drama            ,tamil,tt13010712
6722,Ehsan,1954,-,-,-,-,hindi,tt0372254
6723,Jungle Jackie,2013,-,-,-,"Action, Romance            ",kannada,tt3196292
6724,Jhumroo,1961,171 min,7.1,537,"Comedy, Drama, Musical            ",hindi,tt0130803
6725,Rangeli Raja,1971,-,-,-,-,telugu,tt0261942
6726,Punarjanma,1932,-,-,-,-,bengali,tt0155066
6727,Prema Prayanam,1996,-,-,-,Romance            ,telugu,tt1579672
6728,Changampuzha Park,2020,40 min,-,-,"Short, Family            ",malayalam,tt13397944
6729,Paras,2015,-,-,-,Drama            ,urdu,tt7370930
6730,Veer Parshuram,1978,-,-,-,Drama            ,hindi,tt1830895
6731,Srishti,2018,-,-,-,"Short, Drama            ",malayalam,tt8769230
6732,Buddha Mar Gaya,2007,93 min,2.5,355,Comedy            ,hindi,tt1083447
6733,Tran Treniya Chha Chhabila Baharvatiya,1982,-,-,-,-,gujarati,tt0269975
6734,Mahasati Ansuya,1965,167 min,7.8,12,-,kannada,tt0261036
6735,The Path to Fool's Paradise,2017,-,-,-,"Short, Drama, Romance            ",nepali,tt5050372
6736,Surya Puthrika,1999,-,-,-,Comedy            ,telugu,tt1575690
6737,The Ides of Childhood,2017,56 min,8.2,10,"Documentary, History            ",urdu,tt6281014
6738,Laila Majnu,1957,-,-,-,"History, Musical, Romance            ",urdu,tt1606785
6739,Mumbaiyya: The Daring Mumbaikar!,2020,124 min,-,-,"Action, Drama            ",hindi,tt8001426
6740,Vasthavam,2006,145 min,7.1,363,"Action, Crime, Thriller            ",malayalam,tt0972913
6741,Kann Sivanthaal Mann Sivakkum,1983,-,6.6,5,-,tamil,tt0322923
6742,Troyee,2015,-,6.2,6,Drama            ,bengali,tt5299662
6743,Ehad Karta Hoon,2019 Video,4 min,-,-,"Short, Drama            ",urdu,tt11782526
6744,Bhunsaara,2010,77 min,-,-,"Drama, Romance            ",hindi,tt1878872
6745,Geo Pakistan,2016– ,-,-,-,News            ,urdu,tt11674830
6746,Hostel Girl's,2018,-,-,-,Crime            ,hindi,tt8667310
6747,Maut Ki Ladai,1989,-,4.9,8,"Action, Thriller            ",hindi,tt0204472
6748,Akeli,1999,165 min,6,9,Romance            ,hindi,tt4596284
6749,Karwane Husn,1935,-,-,-,Drama            ,hindi,tt0388170
6750,Duniyadari,1977,-,5.9,7,Drama            ,hindi,tt0384064
6751,Chacha Khamkhah,1963,-,-,-,Drama            ,punjabi,tt14110210
6752,Munna Pandey Berozgaar,2007,-,4.7,9,Comedy            ,bhojpuri,tt3345826
6753,Insha Allah - An inception at closure,2019,84 min,-,-,Drama            ,tamil,tt11224722
6754,Dosthi,2014,-,-,-,Drama            ,kannada,tt14097434
6755,Hariyali Aur Rasta,1962,160 min,6.9,68,"Musical, Drama, Romance            ",hindi,tt0156593
6756,Explosions,2006,10 min,7,22,"Short, Drama            ",oriya,tt0877518
6757,Darling Darling,1977,-,6.8,34,Romance            ,hindi,tt0275291
6758,Beta,1982,-,-,-,Drama            ,hindi,tt2644916
6759,Bhakta Mallikarjuna,1955,-,-,-,-,kannada,tt0366230
6760,Raibahadur,1961,-,-,-,Drama            ,bengali,tt0244749
6761,Gulmohar,2009,115 min,5.8,13,Drama            ,marathi,tt2610274
6762,Vishnu Bhakti,1934,-,-,-,-,hindi,tt0418296
6763,Padmaragam,1975,-,-,-,-,malayalam,tt0281026
6764,Agomon,1988,-,6.2,5,Drama            ,bengali,tt5476432
6765,Mawaali,1983,150 min,5.4,74,"Action, Drama            ",hindi,tt0154857
6766,Dharti Maiya,1981,-,-,-,"Action, Drama, Family            ",bhojpuri,tt9355126
6767,Zahreelay,1990,163 min,5.2,97,"Action, Drama            ",hindi,tt0172622
6768,Bajirao Mastani,2015,158 min,7.3,"31,731","Action, Drama, History            ",hindi,tt3735246
6769,Mukunthetta Sumitra Vilikkunnu,1988,149 min,7.4,425,Comedy            ,malayalam,tt0255396
6770,Sakhi Lutera,1971,-,-,-,History            ,urdu,tt2272368
6771,Brahmotsavam,2016,156 min,4.3,"2,953","Action, Drama, Romance            ",telugu,tt5457722
6772,Thee Jwaala,1983,-,-,-,-,malayalam,tt0346007
6773,Prem Chakori,2002,82 min,-,-,Thriller            ,hindi,tt3920644
6774,Positive,2008,137 min,4.8,52,"Drama, Romance, Thriller            ",malayalam,tt1471234
6775,Aan Baan,1972,-,6.1,28,Drama            ,hindi,tt0178183
6776,Kashmira,1983,-,2.7,9,-,punjabi,tt0151190
6777,Apoorva Sangama,1984,-,7.9,33,-,kannada,tt1346243
6778,Aroosa,1993,-,-,-,-,urdu,tt14364866
6779,Rooplekha,1962,-,-,-,-,hindi,tt0230708
6780,Priyamulla Sophia,1975,-,-,-,-,malayalam,tt0281096
6781,Iddaru Pellala Muddula Police,1991,143 min,6.2,31,Comedy            ,telugu,tt0268381
6782,Bhalobasar Ashroy,1994,-,-,-,Drama            ,bengali,tt7279264
6783,Ombatthane Dikku,2020,-,-,-,Drama            ,kannada,tt12299992
6784,Kasam Tere Pyar Ki,2001,-,6.3,6,Romance            ,hindi,tt6543320
6785,Do Nambar Ke Amir,1974,136 min,7.2,5,"Crime, Drama            ",hindi,tt0381142
6786,Morni,I 1956,-,-,-,-,punjabi,tt0403316
6787,Chanan Akhian Da,1971,-,-,-,-,punjabi,tt2272296
6788,Nigarva,2020,154 min,-,-,Horror            ,kannada,tt11541634
6789,Up Your Mother's,2018,85 min,-,-,Drama            ,marathi,tt8561924
6790,Va: Quarter Cutting,2010,130 min,6.4,356,Comedy            ,tamil,tt1735932
6791,Hannele Chiguridaga,1968,161 min,8.5,13,Drama            ,kannada,tt0317624
6792,Sahodar,1950,-,-,-,Drama            ,bengali,tt0156988
6793,Yugo Manab Kabir,1976,-,-,-,Drama            ,bengali,tt0403712
6794,A Walk to Manang,2009,25 min,-,-,"Documentary, Short            ",nepali,tt2573106
6795,Ennai Petha Raasa,1989,137 min,5.1,10,-,tamil,tt0288513
6796,Pantru,2021,109 min,-,-,Drama            ,kannada,tt14143008
6797,Pyaar Ka Punchnama 2,2015,137 min,7.3,"14,106","Comedy, Drama, Romance            ",hindi,tt4430136
6798,Bank,2008,105 min,-,-,Crime            ,tamil,tt3182566
6799,Aakhri Sanghursh,1997,138 min,2.9,16,Action            ,hindi,tt0455070
6800,Guri,2004,-,-,-,Action            ,telugu,tt3428462
6801,Venki,2009,-,-,-,Drama            ,kannada,tt14188446
6802,Tum Haseen Main Jawan,1970,148 min,7,85,"Comedy, Romance            ",hindi,tt0309005
6803,Vallal,2000,147 min,5.8,21,-,tamil,tt2326065
6804,Sultan,2021,145 min,6.2,"1,334","Action, Drama            ",tamil,tt11502940
6805,Chughlian,2009–2010,-,-,-,Talk-Show            ,urdu,tt13337692
6806,I Love You,2019,122 min,4.7,144,"Drama, Romance            ",telugu,tt9636910
6807,Rangoon,III 2017,126 min,7.1,597,"Action, Crime, Drama            ",tamil,tt6998596
6808,Faisla,1999– ,-,-,-,Drama            ,urdu,tt1952135
6809,Kudumbam,1967,-,-,-,-,malayalam,tt0254506
6810,SAF Stars Quiz,2001,-,-,-,Talk-Show            ,urdu,tt6577676
6811,Kadal Kattu,1980,-,-,-,-,malayalam,tt0332666
6812,Jisam,2006,-,-,-,-,urdu,tt14311198
6813,Saamri,2000,-,-,-,Horror            ,hindi,tt3746558
6814,Haal-e-Dil,2008,124 min,3.4,239,"Drama, Romance            ",hindi,tt1252488
6815,Dawlat,1949,-,-,-,-,hindi,tt0140937
6816,Takkar,1995,143 min,4.6,194,"Action, Crime, Drama            ",hindi,tt0135666
6817,Deiveega Uravu,1968,140 min,-,-,Drama            ,tamil,tt8938916
6818,Saajan Mera Chor Hain,2005,-,-,-,Drama            ,hindi,tt4882640
6819,ALIF,2010,-,-,-,Drama            ,hindi,tt7537624
6820,Kalamasseriyil Kalyanayogam,1995,-,5.5,20,"Comedy, Drama            ",malayalam,tt0355628
6821,Dharmam Thalai Kakum,1963,127 min,7.3,16,-,tamil,tt1475345
6822,Paikutty,2018,125 min,-,-,Drama            ,malayalam,tt8489798
6823,Tumse Achha Kaun Hai,1969,108 min,6.5,80,"Comedy, Drama, Romance            ",urdu,tt0158294
6824,Jai Maa Sherawaali,2008,-,-,-,"Drama, Family, Fantasy            ",hindi,tt1331058
6825,Panchrathna,1956,-,-,-,-,kannada,tt1027725
6826,Shola Aur Shabnam,1967,-,-,-,-,urdu,tt1538380
6827,Amar Maa,1997,-,7.5,8,Family            ,bengali,tt2640544
6828,Deson Pardeson,1996,-,-,-,Drama            ,punjabi,tt4649266
6829,Bangaru manasulu,1973,-,-,-,Drama            ,telugu,tt8933296
6830,Mookkillarajyathu,1991,129 min,7.5,339,Comedy            ,malayalam,tt0353753
6831,Teen Aur Aadha,2018,121 min,6.7,222,Drama            ,hindi,tt7028460
6832,Bramman,2014,160 min,3.7,135,"Action, Comedy, Drama            ",tamil,tt3553516
6833,Prem Qaidi,1991,156 min,2.2,137,"Action, Romance            ",hindi,tt0102706
6834,Kaduva,,-,-,-,"Action, Thriller            ",malayalam,-
6835,Darling,I 2019,16 min,7.6,37,"Short, Drama, Romance            ",urdu,tt10431376
6836,Rajakota Rahasyam,1971,130 min,7,11,-,telugu,tt0320340
6837,Bahke Kadam,1999,-,-,-,Drama            ,hindi,tt2660668
6838,Don Number One,2012,155 min,7.3,14,"Action, Crime, Romance            ",bengali,tt7088510
6839,Qurbani Jatt Di,1990,127 min,7.4,22,"Action, Drama, Romance            ",punjabi,tt0308786
6840,Jodhaa Akbar,2008,213 min,7.6,"30,303","Action, Drama, History            ",urdu,tt0449994
6841,Jaanmoni,2010,88 min,-,-,Romance            ,assamese,tt13637964
6842,Baba Haji Malang,1978,-,-,-,Drama            ,hindi,tt4657762
6843,Mathru Murthi,1972,-,-,-,Musical            ,telugu,tt0369708
6844,Daan (Marathi - 2020),2020,119 min,-,-,Drama            ,marathi,tt12805548
6845,Gupt: The Hidden Truth,1997,173 min,7.3,"4,619","Action, Crime, Mystery            ",hindi,tt0119239
6846,Paglu,2011,143 min,3.3,462,Romance            ,bengali,tt2113735
6847,Drama Hee Drama,1998– ,32 min,-,-,Talk-Show            ,urdu,tt4298560
6848,Thaarumaar,,-,-,-,Comedy            ,malayalam,-
6849,Hasyarathna Ramakrishna,1982,138 min,6.7,10,-,kannada,tt0260945
6850,Guest House,1999,-,-,-,Horror            ,hindi,tt3715178
6851,Santheyalli Nintha Kabira,2016,140 min,7.4,17,"Drama, Romance            ",kannada,tt5933608
6852,Kalyug Ke Avtaar,1995,-,3,11,"Action, Romance            ",hindi,tt0400565
6853,Tamaso Ma,2011,78 min,-,-,"Drama, Mystery            ",bengali,tt2025674
6854,Ulta Seedha,1985,-,5.3,22,Comedy            ,hindi,tt0245525
6855,Hey Ram,2000,186 min,7.9,"11,667","Crime, Drama, History            ",tamil,tt0222012
6856,Manasara Vazhthungalen,1991,132 min,-,-,Drama            ,tamil,tt9042396
6857,Oka Radha Iddaru Krishnulu,1986,-,6.7,58,"Comedy, Drama, Romance            ",tamil,tt0285817
6858,Kaanchana,2019 Video,-,-,-,"Short, Music            ",malayalam,tt13376026
6859,Gopurangal Saayvathillai,1982,-,6.6,44,-,tamil,tt0280706
6860,Mission Vande Mataram,2005,-,5.7,15,Action            ,hindi,tt4942370
6861,Dharma,1973,-,7,26,"Action, Comedy, Crime            ",hindi,tt0355374
6862,Alex Pandian,2013,135 min,2.5,864,Action            ,tamil,tt2614032
6863,Soudagor,1982,150 min,-,-,Fantasy            ,bengali,tt7997472
6864,Orajnoitik Noy,2013,118 min,6.3,7,"Drama, Fantasy, Thriller            ",bengali,tt3243876
6865,Ramta Jogi,2015,139 min,6.9,71,Romance            ,punjabi,tt4934506
6866,Thozhi,2009,125 min,-,-,Drama            ,tamil,tt13605964
6867,Kumbasaaram,2015,-,6.4,200,Thriller            ,malayalam,tt4698000
6868,Delhi-6,2009,141 min,6.1,"7,172",Drama            ,hindi,tt1043451
6869,Me or We,2015,5 min,-,-,"Short, Mystery, Thriller            ",urdu,tt5482202
6870,Sundara Kanda,1992,147 min,6.9,145,"Comedy, Romance            ",telugu,tt0258227
6871,Prema Thapassu,1991,-,5.7,10,Drama            ,telugu,tt1579674
